TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
12.0,2.0,3.0,3.0,1.0,0.0,4.0,3.0,1.0,10.0,10.0,10.0,4.0,0.0,0.0,6.0,0.0,0.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,10.0,10.0,1.0,10.0,0.0,0.0,3.0,0.0,5.0
12.0,1.0,0.0,0.0,0.0,4.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0
8.0,5.0,1.0,1.0,0.0,3.0,5.0,2.0,2.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0
12.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0
12.0,1.0,3.0,0.0,3.0,0.0,4.0,3.0,1.0,10.0,10.0,0.0,10.0,0.0,3.0,4.0,0.0,1.0
12.0,1.0,3.0,3.0,0.0,0.0,4.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
12.0,1.0,3.0,3.0,1.0,0.0,6.0,3.0,1.0,10.0,10.0,10.0,5.0,0.0,10.0,5.0,0.0,2.0
12.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,3.0,10.0,10.0,10.0,1.0,5.0,0.0,3.0,2.0,1.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
12.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,10.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,7.0
12.0,1.0,3.0,3.0,3.0,0.0,6.0,3.0,1.0,10.0,10.0,1.0,10.0,0.0,3.0,3.0,0.0,1.0
11.0,3.0,3.0,3.0,2.0,0.0,5.0,2.0,2.0,10.0,8.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,1.0,0.0,3.0
12.0,1.0,0.0,0.0,0.0,3.0,5.0,3.0,1.0,10.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,5.0
12.0,4.0,3.0,2.0,1.0,5.0,5.0,4.0,2.0,10.0,5.0,4.0,4.0,7.0,0.0,3.0,4.0,4.0
12.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0
10.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,10.0,10.0,3.0,9.0,1.0,0.0,6.0,1.0,0.0
12.0,4.0,3.0,0.0,3.0,5.0,5.0,5.0,3.0,8.0,10.0,0.0,10.0,3.0,0.0,7.0,2.0,0.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12.0,5.0,1.0,1.0,0.0,4.0,5.0,4.0,3.0,10.0,5.0,5.0,0.0,3.0,0.0,2.0,5.0,1.0
12.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,10.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0
12.0,5.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,10.0,10.0,1.0,10.0,4.0,0.0,3.0,2.0,1.0
12.0,5.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
12.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,9.0,5.0,5.0,0.0,0.0,7.0,2.0,0.0,1.0
12.0,4.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,10.0,6.0,1.0,5.0,4.0,0.0,2.0,2.0,6.0
12.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,7.0,7.0,0.0,6.0
12.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,10.0,10.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,5.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0
12.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0
12.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,10.0,0.0,10.0,0.0,7.0,7.0,0.0,5.0
12.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,10.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,7.0,6.0,0.0,6.0,0.0,9.0,2.0,0.0,2.0
12.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,10.0,5.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0
12.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,10.0,10.0,3.0,9.0,1.0,0.0,3.0,1.0,1.0
12.0,4.0,3.0,3.0,1.0,3.0,5.0,3.0,2.0,10.0,10.0,10.0,8.0,2.0,0.0,5.0,1.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,3.0,10.0,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
12.0,6.0,4.0,4.0,0.0,5.0,6.0,6.0,5.0,10.0,5.0,5.0,0.0,6.0,0.0,2.0,3.0,6.0
12.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,10.0,10.0,3.0,9.0,4.0,1.0,4.0,2.0,1.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
12.0,2.0,1.0,1.0,0.0,4.0,6.0,3.0,1.0,6.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0
12.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
12.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,3.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0
12.0,4.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,10.0,5.0,1.0,5.0,3.0,0.0,2.0,1.0,6.0
12.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,10.0,10.0,6.0,10.0,0.0,0.0,6.0,0.0,3.0
12.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,8.0,10.0,0.0,9.0,0.0,5.0,3.0,0.0,2.0
12.0,3.0,1.0,1.0,0.0,1.0,4.0,3.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0
12.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.0,7.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0
12.0,4.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0
12.0,5.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0
12.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,10.0,1.0,1.0,0.0,5.0,1.0,1.0,2.0,6.0
10.0,5.0,1.0,1.0,0.0,4.0,6.0,3.0,3.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0
12.0,3.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,10.0,10.0,0.0,9.0,0.0,0.0,3.0,0.0,2.0
12.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
10.0,1.0,2.0,2.0,0.0,0.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
12.0,5.0,1.0,1.0,0.0,3.0,5.0,3.0,3.0,10.0,5.0,5.0,0.0,6.0,0.0,2.0,2.0,0.0
12.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,10.0,10.0,5.0,8.0,5.0,0.0,5.0,2.0,7.0
12.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,10.0,3.0,3.0,2.0,5.0,1.0,4.0,3.0,1.0
12.0,4.0,1.0,1.0,0.0,1.0,6.0,3.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
12.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,1.0,8.0,6.0,0.0,5.0,0.0,7.0,3.0,0.0,6.0
12.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,1.0,9.0,5.0,5.0,0.0,0.0,2.0,1.0,0.0,5.0
12.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,8.0,7.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0
12.0,1.0,2.0,0.0,2.0,0.0,4.0,2.0,1.0,10.0,10.0,0.0,10.0,0.0,3.0,6.0,0.0,1.0
9.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,1.0,10.0,10.0,0.0,9.0,0.0,10.0,4.0,0.0,1.0
12.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,6.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,0.0,6.0,0.0,4.0
9.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,8.0,2.0,2.0,0.0,7.0,0.0,1.0,2.0,1.0
12.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,6.0,0.0,2.0
12.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
12.0,2.0,3.0,2.0,2.0,0.0,6.0,3.0,1.0,10.0,10.0,10.0,10.0,0.0,0.0,6.0,0.0,6.0
12.0,5.0,1.0,1.0,0.0,4.0,5.0,3.0,4.0,10.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,3.0
12.0,5.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,10.0,10.0,1.0,10.0,3.0,0.0,4.0,3.0,6.0
12.0,3.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,10.0,2.0,2.0,0.0,6.0,0.0,1.0,2.0,0.0
12.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
12.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,10.0,10.0,8.0,10.0,0.0,0.0,7.0,0.0,2.0
11.0,4.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,10.0,5.0,5.0,2.0,0.0,0.0,4.0,0.0,6.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
12.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,10.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0
11.0,4.0,3.0,3.0,0.0,3.0,5.0,3.0,2.0,10.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0
12.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,10.0,9.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0
12.0,3.0,3.0,2.0,3.0,0.0,5.0,3.0,1.0,10.0,10.0,2.0,8.0,0.0,0.0,5.0,0.0,2.0
12.0,4.0,3.0,3.0,0.0,4.0,5.0,3.0,3.0,10.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,5.0
12.0,5.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,10.0,4.0,4.0,2.0,8.0,0.0,4.0,5.0,4.0
12.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
12.0,5.0,2.0,2.0,0.0,5.0,6.0,3.0,4.0,10.0,5.0,5.0,0.0,5.0,0.0,3.0,3.0,6.0
12.0,4.0,1.0,0.0,1.0,0.0,5.0,3.0,2.0,10.0,10.0,0.0,10.0,0.0,0.0,3.0,0.0,1.0
12.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,0.0,3.0,0.0,4.0
12.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
12.0,4.0,2.0,0.0,2.0,4.0,5.0,3.0,3.0,10.0,10.0,0.0,10.0,4.0,0.0,3.0,2.0,6.0
12.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
12.0,1.0,0.0,0.0,0.0,3.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,4.0,10.0,0.0,2.0,5.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,8.0,0.0,7.0,0.0,6.0,2.0,0.0,1.0
12.0,3.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,10.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,7.0
11.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,8.0,9.0,0.0,9.0,0.0,8.0,2.0,0.0,1.0
12.0,2.0,3.0,3.0,0.0,0.0,5.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0
12.0,5.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0
12.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0
12.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,8.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0
12.0,5.0,0.0,0.0,0.0,3.0,6.0,3.0,3.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0
12.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0
12.0,3.0,3.0,3.0,1.0,0.0,5.0,2.0,2.0,10.0,6.0,5.0,5.0,0.0,0.0,6.0,0.0,4.0
12.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
12.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,10.0,10.0,9.0,10.0,2.0,0.0,7.0,1.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,1.0,3.0,0.0,2.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,0.0,3.0,0.0,3.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0
12.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,9.0,8.0,8.0,0.0,0.0,9.0,2.0,0.0,4.0
12.0,5.0,1.0,1.0,0.0,4.0,6.0,3.0,3.0,10.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0
12.0,3.0,3.0,0.0,3.0,3.0,5.0,3.0,2.0,8.0,5.0,0.0,5.0,1.0,2.0,2.0,1.0,2.0
12.0,4.0,4.0,4.0,2.0,0.0,5.0,3.0,3.0,10.0,9.0,8.0,5.0,0.0,0.0,7.0,0.0,0.0
12.0,5.0,2.0,2.0,1.0,0.0,6.0,3.0,3.0,10.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
12.0,5.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0
12.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,10.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,5.0
12.0,1.0,1.0,1.0,0.0,0.0,6.0,3.0,1.0,4.0,3.0,3.0,0.0,0.0,7.0,1.0,0.0,4.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0
12.0,5.0,1.0,0.0,1.0,4.0,5.0,3.0,3.0,10.0,8.0,0.0,8.0,8.0,0.0,2.0,4.0,0.0
12.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,10.0,10.0,10.0,0.0,1.0,2.0,3.0,1.0,1.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,7.0,0.0,7.0,0.0,8.0,3.0,0.0,0.0
12.0,3.0,2.0,0.0,2.0,5.0,5.0,6.0,2.0,8.0,4.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0
12.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,10.0,5.0,0.0,5.0,5.0,1.0,2.0,3.0,1.0
8.0,5.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,10.0,9.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0
12.0,4.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,10.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.0
12.0,3.0,2.0,2.0,0.0,5.0,4.0,3.0,2.0,10.0,9.0,9.0,0.0,6.0,1.0,2.0,2.0,6.0
12.0,1.0,2.0,1.0,1.0,0.0,5.0,2.0,1.0,10.0,7.0,2.0,5.0,0.0,0.0,3.0,0.0,2.0
12.0,1.0,3.0,3.0,2.0,0.0,5.0,3.0,1.0,10.0,10.0,10.0,6.0,0.0,4.0,6.0,0.0,0.0
12.0,1.0,4.0,4.0,1.0,0.0,5.0,4.0,1.0,10.0,10.0,9.0,5.0,0.0,7.0,6.0,0.0,0.0
12.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,9.0,7.0,0.0,6.0,0.0,0.0,2.0,0.0,6.0
12.0,3.0,0.0,0.0,0.0,4.0,4.0,5.0,2.0,10.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,2.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0
12.0,3.0,3.0,0.0,3.0,3.0,5.0,4.0,2.0,10.0,4.0,0.0,3.0,2.0,2.0,1.0,1.0,7.0
12.0,3.0,0.0,0.0,0.0,5.0,5.0,6.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
12.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0
12.0,5.0,3.0,2.0,3.0,6.0,6.0,5.0,3.0,10.0,9.0,4.0,9.0,4.0,0.0,6.0,2.0,3.0
12.0,4.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,10.0,10.0,5.0,10.0,4.0,0.0,6.0,2.0,7.0
12.0,3.0,3.0,3.0,2.0,0.0,4.0,4.0,3.0,10.0,10.0,8.0,7.0,0.0,0.0,6.0,0.0,3.0
12.0,3.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,7.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
12.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,10.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
12.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,1.0,9.0,6.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0
12.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,10.0,7.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0
12.0,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,6.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0
12.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,5.0,10.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
12.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0
12.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0,1.0,10.0,10.0,1.0,10.0,0.0,1.0,5.0,0.0,0.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
12.0,1.0,5.0,5.0,1.0,1.0,5.0,4.0,1.0,10.0,10.0,6.0,10.0,1.0,8.0,6.0,1.0,1.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,6.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,6.0
12.0,1.0,3.0,3.0,0.0,0.0,4.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,5.0,3.0,0.0,1.0
6.0,3.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
12.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,9.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0
12.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,10.0,10.0,3.0,10.0,4.0,1.0,4.0,3.0,3.0
9.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,8.0,5.0,5.0,0.0,5.0,0.0,1.0,2.0,1.0
12.0,2.0,3.0,3.0,3.0,0.0,5.0,2.0,1.0,8.0,7.0,5.0,6.0,0.0,2.0,7.0,0.0,5.0
12.0,5.0,3.0,3.0,2.0,0.0,5.0,3.0,3.0,10.0,6.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0
12.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,9.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0
12.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0
12.0,3.0,2.0,1.0,1.0,0.0,5.0,3.0,1.0,10.0,10.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0
12.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0
12.0,2.0,4.0,3.0,2.0,1.0,5.0,5.0,1.0,10.0,10.0,9.0,10.0,2.0,2.0,6.0,1.0,0.0
12.0,3.0,3.0,3.0,1.0,0.0,4.0,4.0,2.0,10.0,6.0,4.0,5.0,0.0,1.0,4.0,0.0,0.0
12.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0
8.0,3.0,1.0,1.0,0.0,4.0,5.0,5.0,2.0,9.0,5.0,5.0,0.0,9.0,0.0,1.0,3.0,0.0
12.0,3.0,0.0,0.0,0.0,3.0,5.0,1.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0
12.0,5.0,5.0,5.0,3.0,0.0,5.0,5.0,5.0,10.0,10.0,3.0,9.0,0.0,1.0,5.0,0.0,2.0
12.0,5.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,10.0,5.0,5.0,5.0,2.0,0.0,4.0,1.0,1.0
12.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
12.0,1.0,2.0,0.0,2.0,0.0,3.0,2.0,1.0,6.0,10.0,0.0,10.0,0.0,6.0,4.0,0.0,2.0
12.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,10.0,9.0,5.0,5.0,1.0,2.0,4.0,1.0,0.0
11.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
12.0,1.0,3.0,0.0,3.0,0.0,3.0,3.0,2.0,6.0,10.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0
12.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,0.0,10.0,2.0,0.0,1.0
12.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0
12.0,5.0,3.0,3.0,2.0,5.0,6.0,5.0,3.0,10.0,10.0,5.0,8.0,5.0,0.0,4.0,3.0,0.0
12.0,1.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0
12.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
12.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,8.0,5.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0
12.0,3.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0
12.0,5.0,1.0,0.0,1.0,4.0,5.0,6.0,3.0,10.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,3.0
12.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,3.0,0.0,2.0
12.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,10.0,10.0,2.0,10.0,3.0,0.0,4.0,1.0,3.0
